"Instante lectura,""Irradiación global diaria""";
"2015-03-20 00:00:00.0,""1639.0""";
"2015-03-21 00:00:00.0,""1827.0""";
"2015-03-22 00:00:00.0,""1965.0""";
"2015-03-23 00:00:00.0,""1006.0""";
"2015-03-24 00:00:00.0,""907.0""";
"2015-03-25 00:00:00.0,""1556.0""";
"2015-03-26 00:00:00.0,""256.0""";
"2015-03-27 00:00:00.0,""462.0""";
"2015-03-28 00:00:00.0,""1619.0""";
"2015-03-29 00:00:00.0,""1348.0""";
"2015-03-30 00:00:00.0,""2240.0""";
"2015-03-31 00:00:00.0,""2101.0""";
"2015-04-01 00:00:00.0,""2288.0""";
"2015-04-02 00:00:00.0,""2198.0""";
"2015-04-03 00:00:00.0,""2267.0""";
"2015-04-04 00:00:00.0,""2410.0""";
"2015-04-05 00:00:00.0,""2409.0""";
"2015-04-06 00:00:00.0,""2391.0""";
"2015-04-07 00:00:00.0,""2326.0""";
"2015-04-08 00:00:00.0,""1887.0""";
"2015-04-09 00:00:00.0,""623.0""";
"2015-04-10 00:00:00.0,""589.0""";
"2015-04-11 00:00:00.0,""1597.0""";
"2015-04-12 00:00:00.0,""2079.0""";
"2015-04-13 00:00:00.0,""2163.0""";
"2015-04-14 00:00:00.0,""1405.0""";
"2015-04-15 00:00:00.0,""656.0""";
"2015-04-16 00:00:00.0,""197.0""";
"2015-04-17 00:00:00.0,""1270.0""";
"2015-04-18 00:00:00.0,""1013.0""";
"2015-04-19 00:00:00.0,""1205.0""";
"2015-04-20 00:00:00.0,""1804.0""";
"2015-04-21 00:00:00.0,""1803.0""";
"2015-04-22 00:00:00.0,""662.0""";
"2015-04-23 00:00:00.0,""2092.0""";
"2015-04-24 00:00:00.0,""501.0""";
"2015-04-25 00:00:00.0,""402.0""";
"2015-04-26 00:00:00.0,""988.0""";
"2015-04-27 00:00:00.0,""810.0""";
"2015-04-28 00:00:00.0,""1315.0""";
"2015-04-29 00:00:00.0,""1127.0""";
"2015-04-30 00:00:00.0,""282.0""";
"2015-05-01 00:00:00.0,""325.0""";
"2015-05-02 00:00:00.0,""988.0""";
"2015-05-03 00:00:00.0,""1047.0""";
"2015-05-04 00:00:00.0,""533.0""";
"2015-05-05 00:00:00.0,""1248.0""";
"2015-05-06 00:00:00.0,""2105.0""";
"2015-05-07 00:00:00.0,""2099.0""";
"2015-05-08 00:00:00.0,""946.0""";
"2015-05-09 00:00:00.0,""2083.0""";
"2015-05-10 00:00:00.0,""2295.0""";
"2015-05-11 00:00:00.0,""2391.0""";
"2015-05-12 00:00:00.0,""2595.0""";
"2015-05-13 00:00:00.0,""2414.0""";
"2015-05-14 00:00:00.0,""1594.0""";
"2015-05-15 00:00:00.0,""2474.0""";
"2015-05-16 00:00:00.0,""2934.0""";
"2015-05-17 00:00:00.0,""2981.0""";
"2015-05-18 00:00:00.0,""2402.0""";
"2015-05-19 00:00:00.0,""1734.0""";
"2015-05-20 00:00:00.0,""886.0""";
"2015-05-21 00:00:00.0,""2894.0""";
"2015-05-22 00:00:00.0,""2990.0""";
"2015-05-23 00:00:00.0,""2965.0""";
"2015-05-24 00:00:00.0,""2965.0""";
"2015-05-25 00:00:00.0,""2964.0""";
"2015-05-26 00:00:00.0,""3028.0""";
"2015-05-27 00:00:00.0,""3040.0""";
"2015-05-28 00:00:00.0,""3017.0""";
"2015-05-29 00:00:00.0,""2940.0""";
"2015-05-30 00:00:00.0,""2654.0""";
"2015-05-31 00:00:00.0,""971.0""";
"2015-06-01 00:00:00.0,""1935.0""";
"2015-06-02 00:00:00.0,""2982.0""";
"2015-06-03 00:00:00.0,""2939.0""";
"2015-06-04 00:00:00.0,""2967.0""";
"2015-06-05 00:00:00.0,""2691.0""";
"2015-06-06 00:00:00.0,""2847.0""";
"2015-06-07 00:00:00.0,""2479.0""";
"2015-06-08 00:00:00.0,""2231.0""";
"2015-06-09 00:00:00.0,""2226.0""";
"2015-06-10 00:00:00.0,""1917.0""";
"2015-06-11 00:00:00.0,""2103.0""";
"2015-06-12 00:00:00.0,""1088.0""";
"2015-06-13 00:00:00.0,""1057.0""";
"2015-06-14 00:00:00.0,""1418.0""";
"2015-06-15 00:00:00.0,""1853.0""";
"2015-06-16 00:00:00.0,""2683.0""";
"2015-06-17 00:00:00.0,""3000.0""";
"2015-06-18 00:00:00.0,""3030.0""";
"2015-06-19 00:00:00.0,""3069.0""";
"2015-06-20 00:00:00.0,""3022.0""";
"2015-06-21 00:00:00.0,""3005.0""";
"2015-06-22 00:00:00.0,""1551.0""";
"2015-06-23 00:00:00.0,""607.0""";
"2015-06-24 00:00:00.0,""2014.0""";
"2015-06-25 00:00:00.0,""2742.0""";
"2015-06-26 00:00:00.0,""3017.0""";
"2015-06-27 00:00:00.0,""3002.0""";
"2015-06-28 00:00:00.0,""2999.0""";
"2015-06-29 00:00:00.0,""3027.0""";
"2015-06-30 00:00:00.0,""2992.0""";
"2015-07-01 00:00:00.0,""1760.0""";
"2015-07-02 00:00:00.0,""2125.0""";
"2015-07-03 00:00:00.0,""2728.0""";
"2015-07-04 00:00:00.0,""1688.0""";
"2015-07-05 00:00:00.0,""2350.0""";
"2015-07-06 00:00:00.0,""2943.0""";
"2015-07-07 00:00:00.0,""2610.0""";
"2015-07-08 00:00:00.0,""2965.0""";
"2015-07-09 00:00:00.0,""2924.0""";
"2015-07-10 00:00:00.0,""2895.0""";
"2015-07-11 00:00:00.0,""2917.0""";
"2015-07-12 00:00:00.0,""2952.0""";
"2015-07-13 00:00:00.0,""2983.0""";
"2015-07-14 00:00:00.0,""2920.0""";
"2015-07-15 00:00:00.0,""2904.0""";
"2015-07-16 00:00:00.0,""2734.0""";
"2015-07-17 00:00:00.0,""2512.0""";
"2015-07-18 00:00:00.0,""1719.0""";
"2015-07-19 00:00:00.0,""1773.0""";
"2015-07-20 00:00:00.0,""2089.0""";
"2015-07-21 00:00:00.0,""2176.0""";
"2015-07-22 00:00:00.0,""2805.0""";
"2015-07-23 00:00:00.0,""2840.0""";
"2015-07-24 00:00:00.0,""1074.0""";
"2015-07-25 00:00:00.0,""2831.0""";
"2015-07-26 00:00:00.0,""1613.0""";
"2015-07-27 00:00:00.0,""2527.0""";
"2015-07-28 00:00:00.0,""2550.0""";
"2015-07-29 00:00:00.0,""1757.0""";
"2015-07-30 00:00:00.0,""1675.0""";
"2015-07-31 00:00:00.0,""1558.0""";
"2015-08-01 00:00:00.0,""2779.0""";
"2015-08-02 00:00:00.0,""2805.0""";
"2015-08-03 00:00:00.0,""1344.0""";
"2015-08-04 00:00:00.0,""2793.0""";
"2015-08-05 00:00:00.0,""2182.0""";
"2015-08-06 00:00:00.0,""2295.0""";
"2015-08-07 00:00:00.0,""2236.0""";
"2015-08-08 00:00:00.0,""2288.0""";
"2015-08-09 00:00:00.0,""2713.0""";
"2015-08-10 00:00:00.0,""2457.0""";
"2015-08-11 00:00:00.0,""1936.0""";
"2015-08-12 00:00:00.0,""1624.0""";
"2015-08-13 00:00:00.0,""297.0""";
"2015-08-14 00:00:00.0,""472.0""";
"2015-08-15 00:00:00.0,""1161.0""";
"2015-08-16 00:00:00.0,""648.0""";
"2015-08-17 00:00:00.0,""1280.0""";
"2015-08-18 00:00:00.0,""1996.0""";
"2015-08-19 00:00:00.0,""2287.0""";
"2015-08-20 00:00:00.0,""2549.0""";
"2015-08-21 00:00:00.0,""2370.0""";
"2015-08-22 00:00:00.0,""1249.0""";
"2015-08-23 00:00:00.0,""414.0""";
"2015-08-24 00:00:00.0,""1279.0""";
"2015-08-25 00:00:00.0,""1185.0""";
"2015-08-26 00:00:00.0,""624.0""";
"2015-08-27 00:00:00.0,""509.0""";
"2015-08-28 00:00:00.0,""1060.0""";
"2015-08-29 00:00:00.0,""2116.0""";
"2015-08-30 00:00:00.0,""2178.0""";
"2015-08-31 00:00:00.0,""424.0""";
"2015-09-01 00:00:00.0,""1837.0""";
"2015-09-02 00:00:00.0,""867.0""";
"2015-09-03 00:00:00.0,""1551.0""";
"2015-09-04 00:00:00.0,""2157.0""";
"2015-09-05 00:00:00.0,""2222.0""";
"2015-09-06 00:00:00.0,""2185.0""";
"2015-09-07 00:00:00.0,""1820.0""";
"2015-09-08 00:00:00.0,""1911.0""";
"2015-09-09 00:00:00.0,""715.0""";
"2015-09-10 00:00:00.0,""1345.0""";
"2015-09-11 00:00:00.0,""1385.0""";
"2015-09-12 00:00:00.0,""998.0""";
"2015-09-13 00:00:00.0,""405.0""";
"2015-09-14 00:00:00.0,""761.0""";
"2015-09-15 00:00:00.0,""150.0""";
"2015-09-16 00:00:00.0,""654.0""";
"2015-09-17 00:00:00.0,""817.0""";
"2015-09-18 00:00:00.0,""1354.0""";
"2015-09-19 00:00:00.0,""1772.0""";
"2015-09-20 00:00:00.0,""1879.0""";
"2015-09-21 00:00:00.0,""1952.0""";
"2015-09-22 00:00:00.0,""625.0""";
"2015-09-23 00:00:00.0,""1698.0""";
"2015-09-24 00:00:00.0,""1817.0""";
"2015-09-25 00:00:00.0,""1711.0""";
"2015-09-26 00:00:00.0,""1896.0""";
"2015-09-27 00:00:00.0,""1919.0""";
"2015-09-28 00:00:00.0,""1924.0""";
"2015-09-29 00:00:00.0,""1666.0""";
"2015-09-30 00:00:00.0,""1841.0""";
"2015-10-01 00:00:00.0,""1628.0""";
"2015-10-02 00:00:00.0,""1540.0""";
"2015-10-03 00:00:00.0,""729.0""";
"2015-10-04 00:00:00.0,""389.0""";
"2015-10-05 00:00:00.0,""279.0""";
"2015-10-06 00:00:00.0,""587.0""";
"2015-10-07 00:00:00.0,""576.0""";
"2015-10-08 00:00:00.0,""1526.0""";
"2015-10-09 00:00:00.0,""1413.0""";
"2015-10-10 00:00:00.0,""485.0""";
"2015-10-11 00:00:00.0,""385.0""";
"2015-10-12 00:00:00.0,""262.0""";
"2015-10-13 00:00:00.0,""1564.0""";
"2015-10-14 00:00:00.0,""1520.0""";
"2015-10-15 00:00:00.0,""1539.0""";
"2015-10-16 00:00:00.0,""1032.0""";
"2015-10-17 00:00:00.0,""865.0""";
"2015-10-18 00:00:00.0,""327.0""";
"2015-10-19 00:00:00.0,""193.0""";
"2015-10-20 00:00:00.0,""1316.0""";
"2015-10-21 00:00:00.0,""1169.0""";
"2015-10-22 00:00:00.0,""1246.0""";
"2015-10-23 00:00:00.0,""1049.0""";
"2015-10-24 00:00:00.0,""365.0""";
"2015-10-25 00:00:00.0,""870.0""";
"2015-10-26 00:00:00.0,""310.0""";
"2015-10-27 00:00:00.0,""332.0""";
"2015-10-28 00:00:00.0,""206.0""";
"2015-10-29 00:00:00.0,""97.0""";
"2015-10-30 00:00:00.0,""566.0""";
"2015-10-31 00:00:00.0,""573.0""";
"2015-11-01 00:00:00.0,""1174.0""";
"2015-11-02 00:00:00.0,""511.0""";
"2015-11-03 00:00:00.0,""147.0""";
"2015-11-04 00:00:00.0,""153.0""";
"2015-11-05 00:00:00.0,""156.0""";
"2015-11-06 00:00:00.0,""368.0""";
"2015-11-07 00:00:00.0,""881.0""";
"2015-11-08 00:00:00.0,""1036.0""";
"2015-11-09 00:00:00.0,""858.0""";
"2015-11-10 00:00:00.0,""1054.0""";
"2015-11-11 00:00:00.0,""973.0""";
"2015-11-12 00:00:00.0,""920.0""";
"2015-11-13 00:00:00.0,""533.0""";
"2015-11-14 00:00:00.0,""981.0""";
"2015-11-15 00:00:00.0,""1022.0""";
"2015-11-16 00:00:00.0,""461.0""";
"2015-11-17 00:00:00.0,""212.0""";
"2015-11-18 00:00:00.0,""409.0""";
"2015-11-19 00:00:00.0,""644.0""";
"2015-11-20 00:00:00.0,""709.0""";
"2015-11-21 00:00:00.0,""453.0""";
"2015-11-22 00:00:00.0,""220.0""";
"2015-11-23 00:00:00.0,""923.0""";
"2015-11-24 00:00:00.0,""189.0""";
"2015-11-25 00:00:00.0,""190.0""";
"2015-11-26 00:00:00.0,""153.0""";
"2015-11-27 00:00:00.0,""632.0""";
"2015-11-28 00:00:00.0,""743.0""";
"2015-11-29 00:00:00.0,""877.0""";
"2015-11-30 00:00:00.0,""892.0""";
"2015-12-01 00:00:00.0,""850.0""";
"2015-12-02 00:00:00.0,""346.0""";
"2015-12-03 00:00:00.0,""589.0""";
"2015-12-04 00:00:00.0,""427.0""";
"2015-12-05 00:00:00.0,""802.0""";
"2015-12-06 00:00:00.0,""803.0""";
"2015-12-07 00:00:00.0,""366.0""";
"2015-12-08 00:00:00.0,""291.0""";
"2015-12-09 00:00:00.0,""710.0""";
"2015-12-10 00:00:00.0,""453.0""";
"2015-12-11 00:00:00.0,""812.0""";
"2015-12-12 00:00:00.0,""566.0""";
"2015-12-13 00:00:00.0,""202.0""";
"2015-12-14 00:00:00.0,""141.0""";
"2015-12-15 00:00:00.0,""152.0""";
"2015-12-16 00:00:00.0,""538.0""";
"2015-12-17 00:00:00.0,""257.0""";
"2015-12-18 00:00:00.0,""58.0""";
"2015-12-19 00:00:00.0,""442.0""";
"2015-12-20 00:00:00.0,""412.0""";
"2015-12-21 00:00:00.0,""462.0""";
"2015-12-22 00:00:00.0,""359.0""";
"2015-12-23 00:00:00.0,""124.0""";
"2015-12-24 00:00:00.0,""147.0""";
"2015-12-25 00:00:00.0,""178.0""";
"2015-12-26 00:00:00.0,""668.0""";
"2015-12-27 00:00:00.0,""638.0""";
"2015-12-28 00:00:00.0,""60.0""";
"2015-12-29 00:00:00.0,""386.0""";
"2015-12-30 00:00:00.0,""86.0""";
"2015-12-31 00:00:00.0,""235.0""";
"2016-01-01 00:00:00.0,""145.0""";
"2016-01-02 00:00:00.0,""411.0""";
"2016-01-03 00:00:00.0,""-9999.0""";
"2016-01-04 00:00:00.0,""-9999.0""";
"2016-01-05 00:00:00.0,""-9999.0""";
"2016-01-06 00:00:00.0,""-9999.0""";
"2016-01-07 00:00:00.0,""-9999.0""";
"2016-01-08 00:00:00.0,""148.0""";
"2016-01-09 00:00:00.0,""67.0""";
"2016-01-10 00:00:00.0,""71.0""";
"2016-01-11 00:00:00.0,""294.0""";
"2016-01-12 00:00:00.0,""404.0""";
"2016-01-13 00:00:00.0,""154.0""";
"2016-01-14 00:00:00.0,""402.0""";
"2016-01-15 00:00:00.0,""631.0""";
"2016-01-16 00:00:00.0,""945.0""";
"2016-01-17 00:00:00.0,""218.0""";
"2016-01-18 00:00:00.0,""254.0""";
"2016-01-19 00:00:00.0,""-9999.0""";
"2016-01-20 00:00:00.0,""361.0""";
"2016-01-21 00:00:00.0,""251.0""";
"2016-01-22 00:00:00.0,""178.0""";
"2016-01-23 00:00:00.0,""427.0""";
"2016-01-24 00:00:00.0,""789.0""";
"2016-01-25 00:00:00.0,""189.0""";
"2016-01-26 00:00:00.0,""858.0""";
"2016-01-27 00:00:00.0,""624.0""";
"2016-01-28 00:00:00.0,""221.0""";
"2016-01-29 00:00:00.0,""1053.0""";
"2016-01-30 00:00:00.0,""185.0""";
"2016-01-31 00:00:00.0,""358.0""";
"2016-02-01 00:00:00.0,""406.0""";
"2016-02-02 00:00:00.0,""333.0""";
"2016-02-03 00:00:00.0,""1133.0""";
"2016-02-04 00:00:00.0,""1199.0""";
"2016-02-05 00:00:00.0,""1085.0""";
"2016-02-06 00:00:00.0,""71.0""";
"2016-02-07 00:00:00.0,""305.0""";
"2016-02-08 00:00:00.0,""167.0""";
"2016-02-09 00:00:00.0,""86.0""";
"2016-02-10 00:00:00.0,""166.0""";
"2016-02-11 00:00:00.0,""501.0""";
"2016-02-12 00:00:00.0,""99.0""";
"2016-02-13 00:00:00.0,""314.0""";
"2016-02-14 00:00:00.0,""359.0""";
"2016-02-15 00:00:00.0,""910.0""";
"2016-02-16 00:00:00.0,""1459.0""";
"2016-02-17 00:00:00.0,""262.0""";
"2016-02-18 00:00:00.0,""990.0""";
"2016-02-19 00:00:00.0,""1329.0""";
"2016-02-20 00:00:00.0,""1359.0""";
"2016-02-21 00:00:00.0,""1465.0""";
"2016-02-22 00:00:00.0,""426.0""";
"2016-02-23 00:00:00.0,""364.0""";
"2016-02-24 00:00:00.0,""415.0""";
"2016-02-25 00:00:00.0,""434.0""";
"2016-02-26 00:00:00.0,""272.0""";
"2016-02-27 00:00:00.0,""450.0""";
"2016-02-28 00:00:00.0,""303.0""";
"2016-02-29 00:00:00.0,""1767.0""";
"2016-03-01 00:00:00.0,""1694.0""";
"2016-03-02 00:00:00.0,""445.0""";
"2016-03-03 00:00:00.0,""368.0""";
"2016-03-04 00:00:00.0,""455.0""";
"2016-03-05 00:00:00.0,""602.0""";
"2016-03-06 00:00:00.0,""516.0""";
"2016-03-07 00:00:00.0,""974.0""";
"2016-03-08 00:00:00.0,""492.0""";
"2016-03-09 00:00:00.0,""927.0""";
"2016-03-10 00:00:00.0,""1508.0""";
"2016-03-11 00:00:00.0,""1406.0""";
"2016-03-12 00:00:00.0,""1895.0""";
"2016-03-13 00:00:00.0,""1933.0""";
"2016-03-14 00:00:00.0,""1898.0""";
"2016-03-15 00:00:00.0,""1431.0""";
"2016-03-16 00:00:00.0,""2029.0""";
"2016-03-17 00:00:00.0,""1355.0""";
"2016-03-18 00:00:00.0,""533.0""";
"2016-03-19 00:00:00.0,""728.0""";
"2016-03-20 00:00:00.0,""804.0""";
"2016-03-21 00:00:00.0,""1666.0""";
"2016-03-22 00:00:00.0,""1559.0""";
"2016-03-23 00:00:00.0,""1710.0""";
"2016-03-24 00:00:00.0,""2121.0""";
"2016-03-25 00:00:00.0,""707.0""";
"2016-03-26 00:00:00.0,""267.0""";
"2016-03-27 00:00:00.0,""1272.0""";
"2016-03-28 00:00:00.0,""486.0""";
"2016-03-29 00:00:00.0,""392.0""";
"2016-03-30 00:00:00.0,""1029.0""";
"2016-03-31 00:00:00.0,""1795.0""";
"2016-04-01 00:00:00.0,""2149.0""";
"2016-04-02 00:00:00.0,""836.0""";
"2016-04-03 00:00:00.0,""717.0""";
"2016-04-04 00:00:00.0,""825.0""";
"2016-04-05 00:00:00.0,""1627.0""";
"2016-04-06 00:00:00.0,""2230.0""";
"2016-04-07 00:00:00.0,""2125.0""";
"2016-04-08 00:00:00.0,""1622.0""";
"2016-04-09 00:00:00.0,""1059.0""";
"2016-04-10 00:00:00.0,""830.0""";
"2016-04-11 00:00:00.0,""1377.0""";
"2016-04-12 00:00:00.0,""1359.0""";
"2016-04-13 00:00:00.0,""930.0""";
"2016-04-14 00:00:00.0,""1479.0""";
"2016-04-15 00:00:00.0,""344.0""";
"2016-04-16 00:00:00.0,""539.0""";
"2016-04-17 00:00:00.0,""839.0""";
"2016-04-18 00:00:00.0,""1785.0""";
"2016-04-19 00:00:00.0,""506.0""";
"2016-04-20 00:00:00.0,""2226.0""";
"2016-04-21 00:00:00.0,""983.0""";
"2016-04-22 00:00:00.0,""1629.0""";
"2016-04-23 00:00:00.0,""1291.0""";
"2016-04-24 00:00:00.0,""2518.0""";
"2016-04-25 00:00:00.0,""2310.0""";
"2016-04-26 00:00:00.0,""2651.0""";
"2016-04-27 00:00:00.0,""1149.0""";
"2016-04-28 00:00:00.0,""2470.0""";
"2016-04-29 00:00:00.0,""2296.0""";
"2016-04-30 00:00:00.0,""2833.0""";
"2016-05-01 00:00:00.0,""2845.0""";
"2016-05-02 00:00:00.0,""2836.0""";
"2016-05-03 00:00:00.0,""2901.0""";
"2016-05-04 00:00:00.0,""2862.0""";
"2016-05-05 00:00:00.0,""779.0""";
"2016-05-06 00:00:00.0,""372.0""";
"2016-05-07 00:00:00.0,""599.0""";
"2016-05-08 00:00:00.0,""915.0""";
"2016-05-09 00:00:00.0,""890.0""";
"2016-05-10 00:00:00.0,""556.0""";
"2016-05-11 00:00:00.0,""1949.0""";
"2016-05-12 00:00:00.0,""896.0""";
"2016-05-13 00:00:00.0,""368.0""";
"2016-05-14 00:00:00.0,""379.0""";
"2016-05-15 00:00:00.0,""2467.0""";
"2016-05-16 00:00:00.0,""2514.0""";
"2016-05-17 00:00:00.0,""2875.0""";
"2016-05-18 00:00:00.0,""1466.0""";
"2016-05-19 00:00:00.0,""1284.0""";
"2016-05-20 00:00:00.0,""3004.0""";
"2016-05-21 00:00:00.0,""1112.0""";
"2016-05-22 00:00:00.0,""2339.0""";
"2016-05-23 00:00:00.0,""2368.0""";
"2016-05-24 00:00:00.0,""922.0""";
"2016-05-25 00:00:00.0,""1663.0""";
"2016-05-26 00:00:00.0,""2371.0""";
"2016-05-27 00:00:00.0,""1967.0""";
"2016-05-28 00:00:00.0,""585.0""";
"2016-05-29 00:00:00.0,""1422.0""";
"2016-05-30 00:00:00.0,""1304.0""";
"2016-05-31 00:00:00.0,""3066.0""";
"2016-06-01 00:00:00.0,""3137.0""";
"2016-06-02 00:00:00.0,""2806.0""";
"2016-06-03 00:00:00.0,""2936.0""";
"2016-06-04 00:00:00.0,""1760.0""";
"2016-06-05 00:00:00.0,""1851.0""";
"2016-06-06 00:00:00.0,""2358.0""";
"2016-06-07 00:00:00.0,""3070.0""";
"2016-06-08 00:00:00.0,""3052.0""";
"2016-06-09 00:00:00.0,""2102.0""";
"2016-06-10 00:00:00.0,""1502.0""";
"2016-06-11 00:00:00.0,""2776.0""";
"2016-06-12 00:00:00.0,""1135.0""";
"2016-06-13 00:00:00.0,""1898.0""";
"2016-06-14 00:00:00.0,""902.0""";
"2016-06-15 00:00:00.0,""639.0""";
"2016-06-16 00:00:00.0,""1191.0""";
"2016-06-17 00:00:00.0,""855.0""";
"2016-06-18 00:00:00.0,""1605.0""";
"2016-06-19 00:00:00.0,""2971.0""";
"2016-06-20 00:00:00.0,""3106.0""";
"2016-06-21 00:00:00.0,""3051.0""";
"2016-06-22 00:00:00.0,""2665.0""";
"2016-06-23 00:00:00.0,""2204.0""";
"2016-06-24 00:00:00.0,""1883.0""";
"2016-06-25 00:00:00.0,""2895.0""";
"2016-06-26 00:00:00.0,""2773.0""";
"2016-06-27 00:00:00.0,""3154.0""";
"2016-06-28 00:00:00.0,""3096.0""";
"2016-06-29 00:00:00.0,""3097.0""";
"2016-06-30 00:00:00.0,""2386.0""";
"2016-07-01 00:00:00.0,""2293.0""";
"2016-07-02 00:00:00.0,""2620.0""";
"2016-07-03 00:00:00.0,""3078.0""";
"2016-07-04 00:00:00.0,""3027.0""";
"2016-07-05 00:00:00.0,""3089.0""";
"2016-07-06 00:00:00.0,""1845.0""";
"2016-07-07 00:00:00.0,""2933.0""";
"2016-07-08 00:00:00.0,""3085.0""";
"2016-07-09 00:00:00.0,""3054.0""";
"2016-07-10 00:00:00.0,""2914.0""";
"2016-07-11 00:00:00.0,""1665.0""";
"2016-07-12 00:00:00.0,""2264.0""";
"2016-07-13 00:00:00.0,""2905.0""";
"2016-07-14 00:00:00.0,""3069.0""";
"2016-07-15 00:00:00.0,""3061.0""";
"2016-07-16 00:00:00.0,""3085.0""";
"2016-07-17 00:00:00.0,""2997.0""";
"2016-07-18 00:00:00.0,""2612.0""";
"2016-07-19 00:00:00.0,""2966.0""";
"2016-07-20 00:00:00.0,""2799.0""";
"2016-07-21 00:00:00.0,""2314.0""";
"2016-07-22 00:00:00.0,""1652.0""";
"2016-07-23 00:00:00.0,""2974.0""";
"2016-07-24 00:00:00.0,""2980.0""";
"2016-07-25 00:00:00.0,""2978.0""";
"2016-07-26 00:00:00.0,""2971.0""";
"2016-07-27 00:00:00.0,""2972.0""";
"2016-07-28 00:00:00.0,""2904.0""";
"2016-07-29 00:00:00.0,""2821.0""";
"2016-07-30 00:00:00.0,""2748.0""";
"2016-07-31 00:00:00.0,""2230.0""";
"2016-08-01 00:00:00.0,""2911.0""";
"2016-08-02 00:00:00.0,""2880.0""";
"2016-08-03 00:00:00.0,""2745.0""";
"2016-08-04 00:00:00.0,""1498.0""";
"2016-08-05 00:00:00.0,""2872.0""";
"2016-08-06 00:00:00.0,""2867.0""";
"2016-08-07 00:00:00.0,""2856.0""";
"2016-08-08 00:00:00.0,""2661.0""";
"2016-08-09 00:00:00.0,""2547.0""";
"2016-08-10 00:00:00.0,""2888.0""";
"2016-08-11 00:00:00.0,""2815.0""";
"2016-08-12 00:00:00.0,""2650.0""";
"2016-08-13 00:00:00.0,""2361.0""";
"2016-08-14 00:00:00.0,""2171.0""";
"2016-08-15 00:00:00.0,""2415.0""";
"2016-08-16 00:00:00.0,""2580.0""";
"2016-08-17 00:00:00.0,""1164.0""";
"2016-08-18 00:00:00.0,""2639.0""";
"2016-08-19 00:00:00.0,""1285.0""";
"2016-08-20 00:00:00.0,""2485.0""";
"2016-08-21 00:00:00.0,""2600.0""";
"2016-08-22 00:00:00.0,""2572.0""";
"2016-08-23 00:00:00.0,""2345.0""";
"2016-08-24 00:00:00.0,""1148.0""";
"2016-08-25 00:00:00.0,""2264.0""";
"2016-08-26 00:00:00.0,""2172.0""";
"2016-08-27 00:00:00.0,""2348.0""";
"2016-08-28 00:00:00.0,""2383.0""";
"2016-08-29 00:00:00.0,""2484.0""";
"2016-08-30 00:00:00.0,""2362.0""";
"2016-08-31 00:00:00.0,""2173.0""";
"2016-09-01 00:00:00.0,""2284.0""";
"2016-09-02 00:00:00.0,""2208.0""";
"2016-09-03 00:00:00.0,""2065.0""";
"2016-09-04 00:00:00.0,""1986.0""";
"2016-09-05 00:00:00.0,""2250.0""";
"2016-09-06 00:00:00.0,""1970.0""";
"2016-09-07 00:00:00.0,""1911.0""";
"2016-09-08 00:00:00.0,""2243.0""";
"2016-09-09 00:00:00.0,""2198.0""";
"2016-09-10 00:00:00.0,""1145.0""";
"2016-09-11 00:00:00.0,""2103.0""";
"2016-09-12 00:00:00.0,""1968.0""";
"2016-09-13 00:00:00.0,""839.0""";
"2016-09-14 00:00:00.0,""654.0""";
"2016-09-15 00:00:00.0,""655.0""";
"2016-09-16 00:00:00.0,""1102.0""";
"2016-09-17 00:00:00.0,""1847.0""";
"2016-09-18 00:00:00.0,""2141.0""";
"2016-09-19 00:00:00.0,""1931.0""";
"2016-09-20 00:00:00.0,""1889.0""";
"2016-09-21 00:00:00.0,""1519.0""";
"2016-09-22 00:00:00.0,""1218.0""";
"2016-09-23 00:00:00.0,""1941.0""";
"2016-09-24 00:00:00.0,""1302.0""";
"2016-09-25 00:00:00.0,""1488.0""";
"2016-09-26 00:00:00.0,""1043.0""";
"2016-09-27 00:00:00.0,""1228.0""";
"2016-09-28 00:00:00.0,""1921.0""";
"2016-09-29 00:00:00.0,""1815.0""";
"2016-09-30 00:00:00.0,""1124.0""";
"2016-10-01 00:00:00.0,""1521.0""";
"2016-10-02 00:00:00.0,""1726.0""";
"2016-10-03 00:00:00.0,""1699.0""";
"2016-10-04 00:00:00.0,""837.0""";
"2016-10-05 00:00:00.0,""811.0""";
"2016-10-06 00:00:00.0,""1643.0""";
"2016-10-07 00:00:00.0,""1545.0""";
"2016-10-08 00:00:00.0,""1357.0""";
"2016-10-09 00:00:00.0,""1591.0""";
"2016-10-10 00:00:00.0,""1549.0""";
"2016-10-11 00:00:00.0,""383.0""";
"2016-10-12 00:00:00.0,""625.0""";
"2016-10-13 00:00:00.0,""275.0""";
"2016-10-14 00:00:00.0,""1018.0""";
"2016-10-15 00:00:00.0,""429.0""";
"2016-10-16 00:00:00.0,""401.0""";
"2016-10-17 00:00:00.0,""656.0""";
"2016-10-18 00:00:00.0,""822.0""";
"2016-10-19 00:00:00.0,""701.0""";
"2016-10-20 00:00:00.0,""1131.0""";
"2016-10-21 00:00:00.0,""1250.0""";
"2016-10-22 00:00:00.0,""389.0""";
"2016-10-23 00:00:00.0,""575.0""";
"2016-10-24 00:00:00.0,""771.0""";
"2016-10-25 00:00:00.0,""1015.0""";
"2016-10-26 00:00:00.0,""1247.0""";
"2016-10-27 00:00:00.0,""1126.0""";
"2016-10-28 00:00:00.0,""1170.0""";
"2016-10-29 00:00:00.0,""1005.0""";
"2016-10-30 00:00:00.0,""1236.0""";
