"Instante lectura","Irradiación global diaria"
"2015-02-22 00:00:00.0","344.0"
"2015-02-23 00:00:00.0","826.0"
"2015-02-24 00:00:00.0","757.0"
"2015-02-25 00:00:00.0","568.0"
"2015-02-26 00:00:00.0","757.0"
"2015-02-27 00:00:00.0","1291.0"
"2015-02-28 00:00:00.0","593.0"
"2015-03-01 00:00:00.0","591.0"
"2015-03-02 00:00:00.0","464.0"
"2015-03-03 00:00:00.0","492.0"
"2015-03-04 00:00:00.0","1718.0"
"2015-03-05 00:00:00.0","1721.0"
"2015-03-06 00:00:00.0","1734.0"
"2015-03-07 00:00:00.0","1758.0"
"2015-03-08 00:00:00.0","1791.0"
"2015-03-09 00:00:00.0","1788.0"
"2015-03-10 00:00:00.0","1598.0"
"2015-03-11 00:00:00.0","1591.0"
"2015-03-12 00:00:00.0","763.0"
"2015-03-13 00:00:00.0","1733.0"
"2015-03-14 00:00:00.0","1870.0"
"2015-03-15 00:00:00.0","961.0"
"2015-03-16 00:00:00.0","1602.0"
"2015-03-17 00:00:00.0","1089.0"
"2015-03-18 00:00:00.0","1775.0"
"2015-03-19 00:00:00.0","1047.0"
"2015-03-20 00:00:00.0","1656.0"
"2015-03-21 00:00:00.0","1734.0"
"2015-03-22 00:00:00.0","1882.0"
"2015-03-23 00:00:00.0","924.0"
"2015-03-24 00:00:00.0","975.0"
"2015-03-25 00:00:00.0","1732.0"
"2015-03-26 00:00:00.0","943.0"
"2015-03-27 00:00:00.0","659.0"
"2015-03-28 00:00:00.0","1678.0"
"2015-03-29 00:00:00.0","1592.0"
"2015-03-30 00:00:00.0","2261.0"
"2015-03-31 00:00:00.0","1798.0"
"2015-04-01 00:00:00.0","2252.0"
"2015-04-02 00:00:00.0","2191.0"
"2015-04-03 00:00:00.0","2289.0"
"2015-04-04 00:00:00.0","2313.0"
"2015-04-05 00:00:00.0","2297.0"
"2015-04-06 00:00:00.0","2292.0"
"2015-04-07 00:00:00.0","2363.0"
"2015-04-08 00:00:00.0","2244.0"
"2015-04-09 00:00:00.0","607.0"
"2015-04-10 00:00:00.0","1051.0"
"2015-04-11 00:00:00.0","2165.0"
"2015-04-12 00:00:00.0","2356.0"
"2015-04-13 00:00:00.0","2293.0"
"2015-04-14 00:00:00.0","1257.0"
"2015-04-15 00:00:00.0","515.0"
"2015-04-16 00:00:00.0","466.0"
"2015-04-17 00:00:00.0","1414.0"
"2015-04-18 00:00:00.0","1195.0"
"2015-04-19 00:00:00.0","1159.0"
"2015-04-20 00:00:00.0","2565.0"
"2015-04-21 00:00:00.0","1912.0"
"2015-04-22 00:00:00.0","974.0"
"2015-04-23 00:00:00.0","2497.0"
"2015-04-24 00:00:00.0","779.0"
"2015-04-25 00:00:00.0","692.0"
"2015-04-26 00:00:00.0","1369.0"
"2015-04-27 00:00:00.0","1368.0"
"2015-04-28 00:00:00.0","1424.0"
"2015-04-29 00:00:00.0","1889.0"
"2015-04-30 00:00:00.0","905.0"
"2015-05-01 00:00:00.0","980.0"
"2015-05-02 00:00:00.0","1122.0"
"2015-05-03 00:00:00.0","1324.0"
"2015-05-04 00:00:00.0","1157.0"
"2015-05-05 00:00:00.0","1746.0"
"2015-05-06 00:00:00.0","2317.0"
"2015-05-07 00:00:00.0","2324.0"
"2015-05-08 00:00:00.0","1404.0"
"2015-05-09 00:00:00.0","2543.0"
"2015-05-10 00:00:00.0","2718.0"
"2015-05-11 00:00:00.0","2695.0"
"2015-05-12 00:00:00.0","2609.0"
"2015-05-13 00:00:00.0","2363.0"
"2015-05-14 00:00:00.0","1808.0"
"2015-05-15 00:00:00.0","2636.0"
"2015-05-16 00:00:00.0","2883.0"
"2015-05-17 00:00:00.0","2920.0"
"2015-05-18 00:00:00.0","1834.0"
"2015-05-19 00:00:00.0","1483.0"
"2015-05-20 00:00:00.0","1357.0"
"2015-05-21 00:00:00.0","2903.0"
"2015-05-22 00:00:00.0","3050.0"
"2015-05-23 00:00:00.0","2980.0"
